60,Gemma Bovery,12,,1999-11-02,Gemma Bovery.jpg,English,1,theguardian.com,monochrome,1,0,0,0-224-06114-3,Gemma_Bovery,3.76,1074,Gemma Bovery,0,,1.0,,Paderborn
61,Ghost World,18,,1995-07-01,Ghost World.png,English,1,JSTOR,--> bichrome,1,0,0,978-1-560-97427-7,Ghost_World,3.86,54483,Ghost World,0,,1.0,,Bielefeld
63,"Hellboy Library Edition, Volume 1: Seed of Destruction and Wake the Devil",25,,1994-10-13,"Hellboy, Vol. 1. Seed of Destruction and Wake the Devil.jpg",English,1,101 Outstanding Graphic Novels by Stephen Weiner ,colour,1,0,0,978-1-59307-910-9,Hellboy_Library_Edition_Volume_1_Seed_of_Destruction_and_Wake_the_Devil,4.46,2120,"Hellboy Library Edition, Volume 1: Seed of Destruction and Wake the Devil",0,0.5,0.5,,Bielefeld
64,"Hellboy Library Edition, Volume 2: The Chained Coffin, The Right Hand of Doom, and Others",25,,1997-07-24,"Hellboy, Vol. 2. The Chained Coffin, The Right Hand of Doom.jpg",English,1,Amazon.com bestselling graphic novels,colour,1,0,0,978-1-59307-989-5,Hellboy_Library_Edition_Volume_2_The_Chained_Coffin_The_Right_Hand_of_Doom_and_Others,4.55,1158,"Hellboy Library Edition, Volume 2: The Chained Coffin, The Right Hand of Doom, and Others",0,0.5,0.5,,Bielefeld
65,Hicksville,7,,1998-10-20,Hicksville.jpg,English,1,search.proquest.com,--> black&white,1,0,0,9781770460027,Hicksville,3.89,1616,Hicksville,0,,1.0,,Bielefeld
66,How to Understand Israel in 60 Days or Less,2,,2010-11-09,How to Understand Israel in 60 Days or Less.jpg,English,0,Amazon.com bestselling graphic novels,colour,0,0,0,978-1-4012-2234-5,How_to_Understand_Israel_in_60_Days_or_Less,3.71,3097,How to Understand Israel in 60 Days or Less,0,,1.0,,Paderborn
67,I Never Liked You,4,,1994-01-01,I Never Liked You.jpg,English,1,101 Outstanding Graphic Novels by Stephen Weiner,monochrome,1,0,0,978-1-896597-14-0,I_Never_Liked_You,3.75,4769,I Never Liked You,0,1.0,,,Bielefeld
69,The Infinity Gauntlet,1,,1992-01-01,The Infinity Gauntlet.jpg,English,1,amazon.com,colour,1,0,0,978-0-7851-5659-8,The_Infinity_Gauntlet,4.07,8124,The Infinity Gauntlet,0,,1.0,,Paderborn
70,It's A Bird,7,,2004-05-01,It\u00b4s a Bird.jpg,English,0,search.proquest.com,colour,0,0,0,1-4012-0311-6,Its_A_Bird,3.92,1038,It's A Bird,0,,1.0,,Bielefeld
71,"It's a Good Life, If You Don't Weaken",1,,1996-09-01,"It\u00b4s a Good Life, If You Don\u00b4t Weaken.jpg",English,1,rollingstone.com,colour,1,0,0,1-896597-70-x,Its_a_Good_Life_If_You_Dont_Weaken,3.79,4834,"It's a Good Life, If You Don't Weaken",0,,1.0,,Bielefeld
73,Jimmy Corrigan: The Smartest Kid on Earth,60,,2000-09-12,Jimmy Corrigan. The Smartest Kid on Earth.jpg,English,1,rollingstone.com,colour,1,0,0,0-375-40453-5,Jimmy_Corrigan_The_Smartest_Kid_on_Earth,4.09999990463257,19876,Jimmy Corrigan: The Smartest Kid on Earth,0,0.5,0.5,,Paderborn
76,Need More Love: A Graphic Memoir,4,,2007-02-01,Need More Love. A Graphic Memoir.jpg,English,0,Comics Scholars,--> black&white,0,0,0,978-1-84601-133-7,Need_More_Love_A_Graphic_Memoir,3.92,350,Need More Love: A Graphic Memoir,0,1.0,,,Bielefeld
77,Logicomix: An Epic Search for Truth,5,,2009-10-05,Logicomix. An Epic Search for Truth.jpg,English,0,search.proquest.com,colour,0,0,0,978-1-59691-452-0,Logicomix_An_Epic_Search_for_Truth,4.01,13170,Logicomix: An Epic Search for Truth,0,0.5,0.5,,Bielefeld
78,"Lone Wolf and Cub, Omnibus 1",6,,2013-05-01,"Lone Wolf And Cub, Omnibus 1.jpg",Japanese,1,en.wikipedia.org/wiki/List_of_Harvey_Award_winners#Best_Graphic_Album,monochrome,1,1,0,978-1-61655-134-6,Lone_Wolf_and_Cub_Omnibus_1,4.41,961,Kozure \u014ckami,0,1.0,,,Bielefeld
79,Lost Girls,32,,1991-01-01,Lost Girls.jpg,English,1,search.proquest.com ,colour,1,0,0,978-1-60309-044-5,Lost_Girls,3.59,4982,Lost Girls,0,1.0,,,Bielefeld
81,Mail Order Bride,2,,2003-07-17,Mail Order Bride.jpg,English,0,search.proquest.com,--> black&white,0,0,0,1-56097-410-9,Mail_Order_Bride,3.69,243,Mail Order Bride,0,,1.0,,Bielefeld
82,"Marbles: Mania, Depression, Michelangelo, and Me: A Graphic Memoir",1,,2012-11-06,"Marbles. Mania, Depression, Michelangelo, and Me. A Graphic Memoir.jpg",English,0,101 Outstanding Graphic Novels by Stephen Weiner ,--> black&white,0,0,0,978-1-592-40732-3,Marbles_Mania_Depression_Michelangelo_and_Me_A_Graphic_Memoir,3.95,10648,"Marbles: Mania, Depression, Michelangelo, and Me: A Graphic Memoir",0,,1.0,,Bielefeld
83,March: Book One,1,,2013-08-13,March. Book One.jpg,English,1,amazon.com,monochrome,1,1,0,978-1-60309-300-2,March_Book_One,4.35,25082,March: Book One,0,0.5,0.5,,Bielefeld
84,March: Book Two,1,,2015-01-13,March. Book Two.jpg,English,1,amazon.com,monochrome,1,1,0,978-1-60309-400-9,March_Book_Two,4.53,12848,March: Book Two,0,1.0,,,Bielefeld
86,Mom's Cancer,1,,2006-03-01,Mom\u00b4s Cancer.jpg,English,0,search.proquest.com,monochrome,0,0,0,978-0-8109-7107-3,Moms_Cancer,3.86,1135,Mom's Cancer,0,,1.0,,Bielefeld
87,Mother Come Home,3,,2003-01-01,"Mother, Come Home.jpg",English,0,101 Outstanding Graphic Novels by Stephen Weiner ,colour,0,0,0,978-1-56097-973-9,Mother_Come_Home,4.08,2061,Mother Come Home,0,,1.0,,Bielefeld
88,Narcissa,0,,2002-09-17,Narcissa.jpg,English,0,search.proquest.com,monochrome,0,0,0,0-385-50342-3,Narcissa,3.59,27,Narcissa,0,,1.0,,Bielefeld
89,Nat Turner,11,,2008-07-01,Nat Turner.jpg,English,1,search.proquest.com,monochrome,1,0,0,978-0-8109-7227-8,Nat_Turner,3.96,863,Nat Turner,0,1.0,,,Bielefeld
90,Ode to Kirihito. Part One,1,,2010-03-30,Ode to Kirihito. Part One.jpg,Japanese,1,101 Outstanding Graphic Novels by Stephen Weiner ,monochrome,1,1,0,978-1--934287-97-2,Ode_to_Kirihito_Part_One,4.03,260,Kirihito Sanka,0,,1.0,,Bielefeld
91,One Hundred Demons,13,,2002-08-13,One Hundred Demons.jpg,English,0,search.proquest.com,colour,0,0,0,978-1-57061-459-0,One_Hundred_Demons,4.17,6979,One Hundred Demons,0,,1.0,,Bielefeld
94,Our Cancer Year,3,,1994-10-13,Our Cancer Year.jpg,English,0,en.wikipedia.org/wiki/List_of_Harvey_Award_winners#Best_Graphic_Album,monochrome,0,0,0,1-56858-011-8,Our_Cancer_Year,3.88,1095,Our Cancer Year,0,,1.0,,
95,Palestine,33,,2001-12-17,Palestine.jpg,English,1,search.proquest.com,monochrome,1,0,0,978-0-22406-982-3,Palestine,4.2,11888,Palestine,0,,1.0,,
96,"Palomar: The Heartbreak Soup Stories, A Love and Rockets Book",10,,2003-07-01,"Palomar. The Heartbreak Soup Stories, A Love and Rockets Book.jpg",English,1,101 Outstanding Graphic Novels by Stephen Weiner ,--> black&white,1,0,0,978-1-560-97783-4,Palomar_The_Heartbreak_Soup_Stories_A_Love_and_Rockets_Book,4.35,1496,"Palomar: The Heartbreak Soup Stories, A Love and Rockets Book",0,0.5,0.5,,Bielefeld
97,Paul Has a Summer Job,0,,2002-08-01,Paul Has a Summer Job.jpg,English,0,search.proquest.com,monochrome,0,0,0,1-896597-54-8,Paul_Has_a_Summer_Job,4.04,1759,Paul Has a Summer Job,0,1.0,,,Bielefeld
98,Paul Joins the Scouts,0,,2011-11-10,Paul Joins the Scouts.jpg,English,0,101 Outstanding Graphic Novels by Stephen Weiner ,monochrome,0,0,0,978-1-894994-69-9,Paul_Joins_the_Scouts,4.28,753,Paul Joins the Scouts,0,1.0,,,Bielefeld
99,"Pedro and Me: Friendship, Loss, and What I Learned",1,,2000-09-01,"Pedro and Me. Friendship, Loss, and What I Learned.jpg",English,0,101 Outstanding Graphic Novels by Stephen Weiner ,--> black&white,0,0,0,978-0-8050-8964-6,Pedro_and_Me_Friendship_Loss_and_What_I_Learned,3.96,2287,"Pedro and Me: Friendship, Loss, and What I Learned",0,,1.0,,Bielefeld
100,Onward Towards Our Noble Deaths,1,,2011-04-26,Onward Towards Our Noble Deaths.jpg,Japanese,0,amazon.com,--> black&white,0,0,0,978-1-77046-041-6,,3.99,1217,S\u014din Gyokusai Seyo!,0,1.0,,,Bielefeld
101,Pyongyang: A Journey in North Korea,6,,2004-01-01,Pyongyang. A Journey in North Korea.jpg,French,0,rollingstone.com,monochrome,0,0,0,978-1-897299-21-0,Pyongyang_A_Journey_in_North_Korea,3.93,16063,Pyongyang,0,,1.0,,Bielefeld
102,RASL,1,,2013-09-17,RASL.jpg,English,1,101 Outstanding Graphic Novels by Stephen Weiner ,colour,1,0,0,978-188896337-3,RASL,3.74,1317,RASL,0,1.0,,,Bielefeld
103,Red: A Haida Manga,1,,2009-09-14,Red. A Haida Manga.jpg,English,0,search.proquest.com,colour,0,0,0,978-1-177162-022-2,Red_A_Haida_Manga,3.36999988555908,240,Red: A Haida Manga,0,,1.0,,Bielefeld
105,Richard Stark's Parker: Slayground,0,,2013-12-24,Richard Stark\u00b4s Parker. Slayground.jpg,English,0,comic-con.org,colour,0,1,1,978-1613778128,Richard_Starks_Parker_Slayground,4.06,1033,Richard Stark's Parker: Slayground,1,1.0,,,Bielefeld
106,"Safe Area Gora\u017ede: The War in Eastern Bosnia, 1992-1995 ",2,,2000-01-01,"Safe Area Gora\u017ede. The War in Eastern Bosnia, 1992-1995.jpg",English,0,rollingstone.com,--> black&white,0,0,0,978-0-224-08089-7,,4.27,7097,"Safe Area Gora\u017ede: The War in Eastern Bosnia, 1992-1995 ",0,,1.0,,Paderborn
108,Same Difference,6,,2003-01-01,Same Difference.jpg,English,0,101 Outstanding Graphic Novels by Stephen Weiner ,monochrome,0,0,0,978-1-59643-657-2,Same_Difference,3.67,1940,Same Difference,0,,1.0,,Bielefeld
111,Shortcomings,13,,2007-01-01,Shortcomings.jpg,English,1,search.proquest.com,--> black&white,1,0,0,978-1-897299-75-3,Shortcomings,3.64,10593,Shortcomings,0,,1.0,,Bielefeld
112,Signal to Noise,8,,1992-01-01,Signal to Noise.jpg,English,1,search.proquest.com,colour,1,0,0,978-1-59307-752-5,Signal_to_Noise,3.84,3608,Signal to Noise,0,,1.0,,Bielefeld
113,Sin City. The Hard Goodbye,54,,1992-01-01,Sin City. The Hard Goodbye.jpg,English,1,theguardian.com,--> black&white,1,0,0,978-1-59307-293-3,Sin_City_The_Hard_Goodbye,4.16,45288,Sin City. The Hard Goodbye,0,,1.0,,Bielefeld
114,Skim,6,,2008-01-01,Skim.jpg,English,0,101 Outstanding Graphic Novels by Stephen Weiner ,monochrome,0,0,0,978-0-88899-964-1,Skim,3.79,9856,Skim,0,,1.0,,Bielefeld
115,Stuck Rubber Baby,7,,1995-01-01,Stuck Rubber Baby.jpg,English,0,search.proquest.com,monochrome,0,0,0,1-56389-255-3,Stuck_Rubber_Baby,3.99,3861,Stuck Rubber Baby,0,1.0,,,Bielefeld
117,Superman: Red Son,1,,2004-01-01,Superman. Red Son.jpg,English,1,101 Outstanding Graphic Novels by Stephen Weiner ,colour,1,0,0,978-1-4012-4711-9,,4.17,40497,Superman: Red Son,0,1.0,,,Paderborn
118,Swallow Me Whole,1,,2008-07-08,Swallow Me Whole.jpg,English,0,Amazon.com bestselling graphic novels,monochrome,0,0,0,1-60309-033-9,Swallow_Me_Whole,3.66,2385,Swallow Me Whole,0,,1.0,,Bielefeld
119,The Arrival,27,,2006-01-01,The Arrival.jpg,English,0,search.proquest.com,colour,0,0,0,978-0-439-89529-3,The_Arrival,4.33,38674,The Arrival,0,1.0,,,Paderborn
120,The Barn Owl's Wondrous Capers,0,,2007-01-09,The Barn Owl\u00b4s Wondrous Capers.jpg,English,0,search.proquest.com,--> black&white,0,0,0,0-14400-108-x,The_Barn_Owls_Wondrous_Capers,3.51,206,The Barn Owl's Wondrous Capers,0,1.0,,,
121,The Book of Genesis,1,,2009-10-19,The Book of Genesis.jpg,English,0,search.proquest.com,colour,0,1,1,978-0-393-06102-4,The_Book_of_Genesis,4.0,3936,The Book of Genesis,1,1.0,,,Bielefeld
122,The Books of Magic,4,,1993-04-01,The Books of Magic.jpg,English,1,101 Outstanding Graphic Novels by Stephen Weiner ,colour,1,0,0,978-1-4012-4686-0,The_Books_of_Magic,4.07,13477,The Books of Magic,0,1.29999995231628,1.29999995231628,1.29999995231628,Bielefeld
123,"The Borden Tragedy: A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 (A Treasury of Victorian Murder)",1,,1997-09-01,"The Borden Tragedy. A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 (A Treasury of Victorian Murder).jpg",English,0,101 Outstanding Graphic Novels by Stephen Weiner ,monochrome,0,0,0,978-1-56163-189-6,The Borden Tragedy,3.83,767,"The Borden Tragedy: A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 ",0,1.0,,,Bielefeld
124,The Boulevard of Broken Dreams,3,,2002-09-24,The Boulevard of Broken Dreams.jpg,English,0,search.proquest.com,monochrome,0,0,0,0-375-42191-2,The_Boulevard_of_Broken_Dreams,3.85,788,The Boulevard of Broken Dreams,0,1.0,,,Bielefeld
126,Collected Essex County,5,,2009-06-15,Collected Essex Country.jpg,English,1,101 Outstanding Graphic Novels by Stephen Weiner ,--> black&white,1,0,0,978-1-60309-038-4,Collected_Essex_County,4.3,7546,Collected Essex County,0,0.5,0.5,,Bielefeld
127,The Complete Maus,294,,1996-11-19,The Complete Maus.jpg,English,1,entertainment.time.com,--> black&white,1,0,0,0-679-40641-7,The_Complete_Maus,4.53,93701,The Complete Maus,0,0.5,0.5,,Paderborn
128,The Complete Persepolis,90,,2007-10-30,The Complete Persepolis.jpg,French,1,comicsbeat.com,--> black&white,1,0,0,978-0-375-71483-2,The_Complete_Persepolis,4.37,86005,Persepolis ,0,1.0,,,Paderborn
129,The Cowboy Wally Show,2,,1988-01-01,The Cowboy Wally Show.jpg,English,0,rollingstone.com,--> black&white,0,0,0,1-4012-0050-8,The_Cowboy_Wally_Show,3.87,249,The Cowboy Wally Show,0,,1.0,,Bielefeld
131,The Greatest of Marlys,0,,2000-01-07,The Greatest of Marlys.jpg,English,0,entertainment.time.com,--> black&white,0,0,0,978-1-77046-264-9,The_Greatest_of_Marlys,4.43,1427,The Greatest of Marlys,0,,1.0,,Bielefeld
132,The Hedge Knight: The Graphic Novel (A Game of Thrones),0,,2004-06-22,The Hedge Knight. The Graphic Novel (A Game of Thrones).jpg,English,1,amazon.com,colour,1,1,1,978-1-477-84910-1,,4.11,17755,The Hedge Knight: The Graphic Novel (A Game of Thrones),1,1.0,,,Bielefeld
133,The Incal ,2,,2010-12-01,The Incal.jpg,French,1,rollingstone.com,colour,1,0,0,978-1-59465-093-2,The_Incal_LIncal,4.21,4414,L'Incal - int\u00e9grale,0,,1.0,,Bielefeld
134,The Jew of New York,8,,1998-12-07,The Jew of New York.jpg,English,1,search.proquest.com,monochrome,1,0,0,978-0-375-70097-2,The_Jew_of_New_York,3.61,244,The Jew of New York,0,1.0,,,Bielefeld
