0,USA
1,UK
2,Germany
3,Canada
4,France
5,Germany
6,Greece
7,India
8,Israel
9,Italy
10,Japan
11,Mexico
12,New Zealand
13,Rwanda
14,Spain
15,UK
18,Peru
19,Chile
20,Australia
21,Sweden
22,South Corea
23,Persia
24,Belgium
25,The Czech Republic
26,Turkey
27,Brazil
28,Northern Ireland
29,Poland
30,Malta
35,England
36,Denmark
37,Croatia
38,Argentina
39,Taiwan
40,Guatemala
41,Austria
42,
43,Lebanon
44,Hungary
45,Russia
46,Lebanese Republic
47,Switzerland
48,South Africa
